Zn %,Fe%,Cu %,Mn %,B %,S %,N,P,K,temperature,humidity,ph,rainfall,label
19.36,6.96,93.39,77.45,59.04,10.37,79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice
20,22.34,91.43,85.91,84.91,78.77,88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice
32.65,77.13,85.89,98.87,58.08,86.22,60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,rice
46.47,82.4,98.01,98.01,21.41,67,76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice
50.43,17.82,63.93,24.31,38.34,75.84,93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice
23.55,74.88,68.32,52.02,31.75,85.33,65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,rice
53.67,69.64,98.68,98.92,26.12,83.16,95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,rice
7.71,0.39,89.42,68.77,9.73,41.34,75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice
28.76,1.48,98.88,82.99,96.63,25.27,74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice
22.72,10.47,98.27,86.13,49.14,85.52,91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,rice
22.52,45.4,77.38,78.35,58.88,90.69,71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice
9.47,58.32,96.36,98.41,3.2,14.6,99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice
66.17,88.91,94.47,90.93,58.64,85.28,72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice
59.91,84.35,97.63,98.38,54.92,74.53,83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice
32.54,81.08,96.58,96.4,92.98,73.81,93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice
66.18,83.66,96.03,98.12,28.35,51.6,70,36,42,21.84106875,80.72886384,6.946209881,202.3838319,rice
52.25,42.12,93.5,79.1,63.11,94.37,76,47,42,20.08369642,83.29114712,5.739175027,263.6372176,rice
93.32,67.84,99.83,94.38,91.76,78.02,99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice
35.82,63.97,87.56,88.8,0.82,52.94,99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,rice
55.33,95.59,99.12,98.58,91.12,67.68,86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice
22.33,51.81,93.99,97.54,31.47,57.37,69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice
63.56,95.84,95.04,71.3,23.69,47.79,91,56,37,23.43191632,80.56887849,6.363472208,269.5039162,rice
53.36,98.49,95.74,91.97,5.15,65.55,61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice
28.41,22.28,95.13,87.06,54.47,87.23,67,45,38,22.72791041,82.1706881,7.300410836,260.8875056,rice
98.41,99.03,98.72,92.51,31.26,78.07,79,42,37,24.87300744,82.84022551,6.587918708,295.6094492,rice
95.07,98.08,98.75,88.73,45.41,59.15,78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice
93.52,97.3,99.18,93.89,78.42,83.31,75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice
94.01,99.35,98.61,97.62,37.81,48.04,97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice
74.08,86.1,83.88,84.76,10.21,21.08,67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice
95,99.38,98.78,96.77,68.7,75.94,73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice
95.18,96.04,99.41,96.59,54.12,73.96,77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice
86.9,98.37,91.15,94.68,42.2,42.04,81,41,38,22.67846116,83.72874389,7.524080076,200.9133156,rice
97.98,99.87,99.94,99.51,79.74,73.59,68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice
95.61,99.36,99.94,99.06,28.81,63.32,72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice
96.94,96.58,64.17,96.38,43.51,14.06,61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice
91.21,97.07,94.3,94.48,50.94,70.38,67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,rice
93.46,98.62,97.98,97.2,74.74,84.18,67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice
89.37,98.21,99.39,98.04,22.94,8.41,66,60,38,22.08576562,83.47038318,6.372576327,231.7364957,rice
76.29,76.66,94.18,66.97,36.84,19.14,82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice
54.56,74.44,93.76,68.44,61.95,88.94,84,50,44,25.48591986,81.40633547,5.935344406,182.6549356,rice
40.81,62.47,81.13,79.29,58.42,52.13,81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice
43.17,48.36,81.26,66.3,65.82,55.67,91,50,40,20.82477109,84.1341879,6.462391607,230.2242223,rice
52.86,96.04,89.58,98.95,43.88,94.64,93,53,38,26.92995077,81.91411159,7.069172227,290.6793783,rice
52.47,71.15,81.4,98.64,43.62,98.04,90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,rice
83.63,99.21,98.43,99.62,89.32,96.97,81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,rice
84.7,54.12,98.26,68.89,87.44,74.4,78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice
19.41,86.57,95.22,99.53,60.08,44.52,60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,rice
8.27,91.87,97.87,98.25,58.36,55.15,88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice
77.06,78.65,98.12,97.18,94.53,89.02,93,47,37,21.53346343,82.14004101,6.500343222,295.9248796,rice
45.15,36.84,87.5,72.4,61.57,51.24,60,55,45,21.40865769,83.3293191,5.935745417,287.5766935,rice
54.96,32.61,91.89,50.74,64.88,74.74,78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice
68.93,70.38,97.36,89.89,85.94,83.25,65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice
78.8,77.32,94.15,88.45,76.7,83.85,90,42,43,20.87974371,82.00274423,6.502985292,202.9355362,rice
59.76,58.89,93.09,84.48,77.83,92.99,85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice
49.56,84.77,99.53,97.61,65.91,79.7,60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice
59.3,64.69,87.9,63.6,71.23,55.21,74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice
41.35,98.31,99.97,98.61,96.14,89.4,78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice
68.86,94.72,99.94,98.78,82.26,90.72,69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice
34.16,85.41,98.74,77.06,77.97,91.13,69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,rice
48.4,69.77,93.71,93.38,70.84,86.39,94,53,40,20.27774362,82.89408619,5.718627178,241.9741949,rice
95.81,98.4,99.54,99.75,96.11,95.68,89,54,38,24.51588066,83.5352163,6.685346424,230.4462359,rice
54.42,85.04,95.67,97.62,72.92,62.58,68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice
69.1,78.75,96.84,95.21,88.41,84.17,91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice
76.48,77.05,96.57,90.17,98.13,84.13,90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice
75.81,95.55,99.65,99.51,80.52,83.97,78,58,44,26.80079604,80.88684822,5.108681786,284.4364567,rice
50.6,95.45,95.58,95.82,70.62,92.06,93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice
58.98,25.01,85.83,74.25,82.42,78.17,94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice
33.31,97.69,90.32,93.47,56.35,91.13,60,48,39,24.28209415,80.30025587,7.042299069,231.0863347,rice
74.69,70.26,95.36,74.01,87.15,87.82,85,38,41,21.58711777,82.7883708,6.249050656,276.6552459,rice
60.12,92.51,95.31,98.7,83.94,57.19,91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice
62.81,63.2,96.58,89,79.96,73.47,77,38,36,21.8652524,80.1923008,5.953933276,224.5550169,rice
19.36,76.26,99.98,99.91,24.51,0.49,88,35,40,23.57943626,83.58760316,5.85393208,291.2986618,rice
82,98.52,98.96,99.51,66.92,94.79,89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,rice
65.88,67.97,93.97,79.09,80.93,56.77,76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice
21.6,90.57,78.41,94.79,7.93,73.68,67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice
97.67,97.58,99.17,98.76,99,98.93,83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice
55.5,55.55,91.9,85.43,94.12,90.64,98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice
74.78,90.65,99.36,94.99,83.77,79.82,66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice
29.58,92.84,88.66,99.19,39.77,61.47,97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,rice
82.25,69.36,98.94,92.3,89.1,65.03,97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice
41.47,82.27,96.08,90.18,50.34,84.97,60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice
60.46,98.42,96.39,99.05,85.06,96.13,84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice
47.1,63.44,76.94,93.9,57.66,70.49,73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice
51.71,89.87,91.61,99.55,68.76,74.63,92,35,40,22.17931888,80.33127223,6.357389366,200.0882787,rice
68.31,87.91,87.93,70.96,62.79,66.39,85,37,39,24.52783742,82.73685569,6.364134968,224.6757231,rice
42.04,83.07,70.16,94.17,56.53,41.68,98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice
86.31,60.23,95.59,71.22,59.83,32.36,88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice
70.33,99.2,96.69,99.6,73.24,99.77,95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice
36.56,53.44,91.16,95.28,62.21,61.2,99,57,35,26.75754171,81.17734011,5.960370061,272.2999056,rice
49.74,71.37,98.26,95.05,97.89,87.28,95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice
67.67,87.68,97.2,89.91,88.69,68.09,60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,rice
46.99,22.65,97.92,80.07,52.12,58.56,63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice
29.45,27.58,99.89,99.82,35.21,3.93,62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice
59.04,18.23,98.57,94.9,15.93,16.47,64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice
28.16,17.04,98.49,86.72,41.61,93.8,83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice
55.96,22.15,98.55,96.51,73.17,57.28,82,40,40,23.83067496,84.81360127,6.271478838,298.5601175,rice
23.79,39.56,99.39,92.65,58.3,43.52,85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice
46.29,23.54,99.38,98.08,75.63,58.6,91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice
27.24,28.1,96.28,92.24,80.66,28.07,76,49,42,24.958779,84.47963372,5.206373153,196.9560008,rice
80.35,55.15,99.98,99.58,76.1,64.32,74,39,38,23.24113501,84.59201843,7.782051313,233.0453455,rice
34.09,45.02,96.75,92.77,61.39,40.65,79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice
22.3,28,98.6,94.27,87.53,23.01,88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice
59.06,68.61,99.62,97.38,54.25,16.3,60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,rice
53.25,53.48,94.56,91.08,74.57,39.12,76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice
50.44,9.05,98.12,94.41,37.09,10.38,93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice
70.47,60.66,98.55,90.92,56.45,61.83,65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,rice
41.42,32.68,99.8,98.37,35.87,9.62,95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,rice
16.32,6.76,98.86,90.73,69.6,19.3,75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice
63.63,43.8,96.26,87.38,35.31,72.09,74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice
67.71,77.28,99.95,98.67,43.33,42.09,91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,rice
68.52,34.77,99.35,90.18,37.96,69.8,71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice
26.05,28.75,98.43,95.89,49.82,12.17,99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice
60.86,85.76,99.98,99.88,29.93,45.1,72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice
51.9,50.26,82.01,96.97,45.24,17.72,83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice
46.57,19.8,96.17,64.96,49.78,35.41,93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice
81.35,71.76,99.91,99.03,30.76,57.27,70,36,42,21.84106875,80.72886384,6.946209881,202.3838319,rice
80.2,97.37,98.72,99.76,73.08,84.61,76,47,42,20.08369642,83.29114712,5.739175027,263.6372176,rice
54.88,54.98,95.81,87.42,76.54,70.21,99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice
38.63,40.48,92.32,59.13,67.24,55.89,99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,rice
66.35,97.89,97.77,99,34.02,43.65,86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice
35.88,11.51,93.06,53.14,41.05,35.56,69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice
88.76,97.09,99.75,98.86,19.88,85.23,91,56,37,23.43191632,80.56887849,6.363472208,269.5039162,rice
16.63,5.98,96.9,82.21,42.74,30.55,61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice
23.71,17.1,99.86,98.61,86.48,17.59,67,45,38,22.72791041,82.1706881,7.300410836,260.8875056,rice
38.44,46.54,99.07,94.6,56.17,53.81,79,42,37,24.87300744,82.84022551,6.587918708,295.6094492,rice
68.72,92.82,82.56,93.85,72.31,41.54,78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice
25,100,75,100,100,75,75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice
0,100,33.33,100,100,33.33,97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice
57.31,96.44,66.8,96.44,25.69,47.83,67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice
51.55,98.97,88.66,98.97,53.61,24.74,73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice
,,,,,,77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice
,,,,,,81,41,38,22.67846116,83.72874389,7.524080076,200.9133156,rice
82.72,98.95,80.63,99.48,58.64,65.97,68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice
38.33,100,71.67,100,75,36.67,72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice
,,,,,100,61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice
,,,,,100,67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,rice
71.91,81.65,90.68,57.9,87.5,23.53,67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice
,,,,,100,66,60,38,22.08576562,83.47038318,6.372576327,231.7364957,rice
64,93.94,89.16,80.59,50,0,82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice
0,0,0,0,0,0,84,50,44,25.48591986,81.40633547,5.935344406,182.6549356,rice
,,,,,,81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice
61.29,98.16,87.88,61.9,100,100,91,50,40,20.82477109,84.1341879,6.462391607,230.2242223,rice
,,,,,100,93,53,38,26.92995077,81.91411159,7.069172227,290.6793783,rice
84.48,77.59,87.93,96.55,77.59,45.16,90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,rice
51.34,96.68,78.63,59,100,0,81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,rice
,,,,,100,78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice
76.92,100,100,100,100,37.5,60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,rice
,,,,,,88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice
,,,,,,93,47,37,21.53346343,82.14004101,6.500343222,295.9248796,rice
100,100,,,100,,60,55,45,21.40865769,83.3293191,5.935745417,287.5766935,rice
,,,,,,78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice
,,,,,,65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice
,,,,,100,90,42,43,20.87974371,82.00274423,6.502985292,202.9355362,rice
85.95,100,99.65,91.29,97.12,98.28,85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice
27.49,100,80.58,94.5,,99.83,60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice
49.16,99.44,76.72,86.18,,94.26,74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice
98.63,99.66,99.83,99.32,40,99.32,78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice
63.83,100,95.69,95.67,100,100,69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice
68.38,99.93,99.86,93.48,0,100,69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,rice
87.9,100,98.19,95.4,100,100,94,53,40,20.27774362,82.89408619,5.718627178,241.9741949,rice
60.28,99.39,99.09,96.01,100,99.9,89,54,38,24.51588066,83.5352163,6.685346424,230.4462359,rice
42.52,99.04,65.91,87.52,,89.83,68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice
64.77,100,99.87,89.77,98.37,93.06,91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice
62.64,100,100,97.34,100,100,90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice
74.64,100,100,100,32.83,75.8,78,58,44,26.80079604,80.88684822,5.108681786,284.4364567,rice
,,,,,85.71,93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice
57.04,,,,56.01,23.39,94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice
61.71,97.82,98.77,95.31,35.17,37.38,60,48,39,24.28209415,80.30025587,7.042299069,231.0863347,rice
100,80,100,100,80,92.86,85,38,41,21.58711777,82.7883708,6.249050656,276.6552459,rice
100,,,,,100,91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice
69.46,25,50,0,50.85,0.84,77,38,36,21.8652524,80.1923008,5.953933276,224.5550169,rice
45.63,100,100,100,4.68,75,88,35,40,23.57943626,83.58760316,5.85393208,291.2986618,rice
92.86,,,,19.35,100,89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,rice
100,100,100,100,100,100,76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice
37.5,0,,,41.87,79.28,67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice
66.2,100,100,75,22.02,54.21,83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice
80.97,100,100,100,48.45,42.22,98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice
30.92,0,,,71.35,29.88,66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice
55.98,54.05,90.63,84.38,1.1,44.46,97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,rice
0.08,0,0.08,0.08,0.08,0.9,97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice
84.4,0,,,33.54,96.33,60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice
6.49,73.17,15.38,15.38,5.59,1.79,84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice
83.69,75,100,100,68.32,96.62,73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice
28.78,78.57,100,100,60.83,74.72,92,35,40,22.17931888,80.33127223,6.357389366,200.0882787,rice
,,,,,100,85,37,39,24.52783742,82.73685569,6.364134968,224.6757231,rice
11.39,100,100,100,7.27,1.11,98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice
8.33,7.69,16.67,8.33,16.67,47.62,88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice
63.49,0,100,100,35.31,51.12,95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice
8.33,0,0,0,0,0,99,57,35,26.75754171,81.17734011,5.960370061,272.2999056,rice
76.1,97.45,90,90.91,47.68,90.84,95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice
67.11,97.56,92.59,83.95,85.4,72.8,60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,rice
40.83,87.5,100,100,16.7,38.44,63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice
100,100,100,100,50,100,62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice
100,100,100,100,0,90.91,64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice
86.41,97.99,100,98.32,100,,83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice
89.43,93.67,95.18,98.19,0.99,,82,40,40,23.83067496,84.81360127,6.271478838,298.5601175,rice
94.98,84.98,99.16,98.05,0.29,100,85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice
74.27,88.91,99.85,45.83,0,82.91,91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice
90.36,87.6,99.23,60.37,61.6,88.02,76,49,42,24.958779,84.47963372,5.206373153,196.9560008,rice
88.98,75.44,97.27,62.65,81.82,93.47,74,39,38,23.24113501,84.59201843,7.782051313,233.0453455,rice
90.06,86.95,98.82,54.94,,95.74,79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice
92.56,92.27,99.35,54.64,0,88,88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice
80.79,82.83,99.81,54,50,96.69,60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,rice
80.98,89.77,99.78,46.32,100,74.74,76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice
92.26,89.82,99.4,51.8,100,82.77,93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice
83.06,90.35,99.55,53.45,0,87.12,65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,rice
89.89,91.37,98.97,64.99,3.8,78.65,95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,rice
88.55,92.5,99.72,33.82,,86.68,75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice
85.4,90.82,99.41,54.28,100,76.1,74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice
91.44,90.46,99.82,72.66,,88.18,91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,rice
90.89,94.05,99.98,43.64,,87.4,71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice
79.25,84.43,99.32,32.54,,93.97,99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice
88.94,96.73,99.95,76.63,100,70.99,72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice
95.27,96.75,99.57,70.49,96.1,87.53,83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice
91.25,91.04,99.88,66.96,0.99,83.34,93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice
93.95,95.7,98.96,54.3,100,91.6,70,36,42,21.84106875,80.72886384,6.946209881,202.3838319,rice
80.51,82.81,99.39,56.36,,82.71,76,47,42,20.08369642,83.29114712,5.739175027,263.6372176,rice
90.91,89.5,99.85,60.88,3.29,88.62,99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice
85,92.3,99.75,46.06,100,82.79,99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,rice
59.16,65.75,98.01,91.35,0,79.15,86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice
51.69,43.75,97.71,95.97,,89.65,69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice
29.26,40.46,87.08,90.44,,98.42,91,56,37,23.43191632,80.56887849,6.363472208,269.5039162,rice
79.39,81.21,99.41,94.36,,44.11,61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice
27.94,25.77,92.8,91.48,,78.67,67,45,38,22.72791041,82.1706881,7.300410836,260.8875056,rice
37.93,78.29,96.47,99.12,,93.84,79,42,37,24.87300744,82.84022551,6.587918708,295.6094492,rice
60.02,52.08,96.66,86.89,,97.61,78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice
29.09,6.35,67.84,41.62,,30.83,75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice
72.42,61.01,99.45,96.02,,96.36,97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice
60.13,37.47,96.4,79.25,,94.78,67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice
4.38,0.86,93.82,81.17,,70.73,73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice
